speaker,file,rec_date,word,voicing_start,voicing_end,voicing_duration,voiced_points
pl07,pl07-001,16/03/2018 14:43:38,poko,1.3244856624170454,1.4259167518678713,101.43108945082591,3
pl07,pl07-002,16/03/2018 14:43:42,podo,0.9056046957132616,1.1693947360801087,263.79004036684705,5
pl07,pl07-003,16/03/2018 14:43:46,putu,1.1536109072582597,1.2402412647289756,86.63035747071591,2
pl07,pl07-004,16/03/2018 14:43:50,pada,1.0257658066662452,1.3165938988597494,290.82809219350423,5
pl07,pl07-005,16/03/2018 14:43:54,pugu,1.0485440861029443,1.193956534016682,145.41244791373776,5
pl07,pl07-006,16/03/2018 14:43:58,paka,1.1186782485509228,1.2575167397409912,138.83849119006842,0
pl07,pl07-007,16/03/2018 14:44:01,pata,0.5923687902781157,0.7325199339752786,140.15114369716287,3
pl07,pl07-008,16/03/2018 14:44:05,pogo,1.2777012249511195,1.3976138818448536,119.9126568937341,3
pl07,pl07-009,16/03/2018 14:44:09,puku,1.0479535699127795,1.134741959471243,86.78838955846335,2
pl07,pl07-010,16/03/2018 14:44:13,paga,1.053359171487955,1.2038062243364485,150.44705284849334,4
pl07,pl07-011,16/03/2018 14:44:18,pudu,1.2101692422183747,1.4136000186358477,203.43077641747297,5
pl07,pl07-012,16/03/2018 14:44:22,poto,1.2292257275658147,1.3227473923349602,93.52166476914547,0
pl07,pl07-013,16/03/2018 14:45:09,poko,1.3442288111980625,1.4561813117711073,111.95250057304484,2
pl07,pl07-014,16/03/2018 14:45:13,podo,1.1034718083537254,1.3446374496198847,241.16564126615935,5
pl07,pl07-015,16/03/2018 14:45:17,putu,1.02663776409048,1.2009090739895598,174.2713098990798,4
pl07,pl07-016,16/03/2018 14:45:21,pada,1.0107783303457512,1.182147864169509,171.36953382375773,5
pl07,pl07-017,16/03/2018 14:45:25,pugu,1.089245628099443,1.2390370777152602,149.79144961581724,5
pl07,pl07-018,16/03/2018 14:45:29,paka,1.0848264396466891,1.1683784210139438,83.55198136725473,0
pl07,pl07-019,16/03/2018 14:45:33,pata,1.0997755371238709,1.2215857488587898,121.81021173491891,1
pl07,pl07-020,16/03/2018 14:45:36,pogo,1.0110971701085334,1.1644513078763208,153.3541377677874,5
pl07,pl07-021,16/03/2018 14:45:40,puku,1.0533197326003654,1.1877349932559418,134.41526065557642,4
pl07,pl07-022,16/03/2018 14:45:44,paga,1.002487618920766,1.182339653747402,179.85203482663593,5
pl07,pl07-023,16/03/2018 14:45:47,pudu,1.1112068980076364,1.242061394302297,130.8544962946605,5
pl07,pl07-024,16/03/2018 14:45:51,poto,1.059737439915321,1.1641440634918105,104.40662357648955,2
pl07,pl07-025,16/03/2018 14:46:05,poko,1.1698474408817463,1.287149261363296,117.3018204815497,2
pl07,pl07-026,16/03/2018 14:46:09,podo,1.046532566041142,1.1528249751646569,106.2924091235149,2
pl07,pl07-027,16/03/2018 14:46:13,putu,1.053453390095911,1.1250272283856773,71.57383828976616,1
pl07,pl07-028,16/03/2018 14:46:17,pada,0.9812554035062316,1.1388738988015377,157.61849529530602,5
pl07,pl07-029,16/03/2018 14:46:22,pugu,1.087815626175791,1.220905555529575,133.08992935378393,5
pl07,pl07-030,16/03/2018 14:46:26,paka,1.0134243118587885,1.1199306636321604,106.50635177337197,1
pl07,pl07-031,16/03/2018 14:46:29,pata,1.050675736022978,1.1497042280519374,99.02849202895948,1
pl07,pl07-032,16/03/2018 14:46:33,pogo,1.0068787972882072,1.1544927735919988,147.6139763037916,5
pl07,pl07-033,16/03/2018 14:46:37,puku,1.02076432800582,1.1201560212605315,99.39169325471143,3
pl07,pl07-034,16/03/2018 14:46:41,paga,0.947913386506111,1.0579571409574284,110.04375445131743,1
pl07,pl07-035,16/03/2018 14:46:45,pudu,1.1041673061612995,1.125518640538337,21.35133437703751,5
pl07,pl07-036,16/03/2018 14:46:49,poto,1.1121591486580393,1.1941300430575816,81.9708943995423,2
pl07,pl07-037,16/03/2018 14:48:07,poko,1.3846814178164801,1.4150209324671204,30.33951465064022,3
pl07,pl07-038,16/03/2018 14:48:11,podo,1.0603086008404738,1.173377532289847,113.06893144937314,3
pl07,pl07-039,16/03/2018 14:48:15,putu,1.1155710926504947,1.2177432654531553,102.17217280266055,2
pl07,pl07-040,16/03/2018 14:48:19,pada,1.1001234866708949,1.259911777696486,159.78829102559123,5
pl07,pl07-041,16/03/2018 14:48:23,pugu,1.1525005693397088,1.4276529664157203,275.1523970760115,5
pl07,pl07-042,16/03/2018 14:48:27,paka,1.0488756490834084,1.1629620942383498,114.08644515494149,3
pl07,pl07-043,16/03/2018 14:48:31,pata,1.1515735294697413,1.2714713049808923,119.897775511151,2
pl07,pl07-044,16/03/2018 14:48:35,pogo,1.0667893649559508,1.259293548156436,192.50418320048524,5
pl07,pl07-045,16/03/2018 14:48:39,puku,1.1455158760429287,1.256049360767496,110.53348472456736,2
pl07,pl07-046,16/03/2018 14:48:43,paga,1.0738306535170636,1.259052969229774,185.2223157127104,5
pl07,pl07-047,16/03/2018 14:48:47,pudu,1.1947767766963426,1.3505047053047614,155.72792860841878,5
pl07,pl07-048,16/03/2018 14:48:51,poto,1.3169414721946255,1.416105942297454,99.16447010282847,0
pl07,pl07-049,16/03/2018 14:49:05,poko,1.2539560773409637,1.376606127578196,122.6500502372323,2
pl07,pl07-050,16/03/2018 14:49:09,podo,1.0399912197983927,1.1999409332541866,159.9497134557939,5
pl07,pl07-051,16/03/2018 14:49:12,putu,1.0569633880329896,1.1919831676779515,135.01977964496191,5
pl07,pl07-052,16/03/2018 14:49:16,pada,1.0075744140290335,1.1107967412859427,103.22232725690927,1
pl07,pl07-053,16/03/2018 14:49:20,pugu,1.0400044130487167,1.1910137603126623,151.00934726394556,5
pl07,pl07-054,16/03/2018 14:49:24,paka,1.0802486935127855,1.1636940750597913,83.44538154700575,1
pl07,pl07-055,16/03/2018 14:49:27,pata,1.0568787240998467,1.15731777280569,100.4390487058433,0
pl07,pl07-056,16/03/2018 14:49:32,pogo,1.0267874576722096,1.2025686479257942,175.78119025358464,5
pl07,pl07-057,16/03/2018 14:49:36,puku,1.1328505910190596,1.2486325387637982,115.7819477447386,2
pl07,pl07-058,16/03/2018 14:49:40,paga,1.0429011353555102,1.3363274215836063,293.4262862280961,5
pl07,pl07-059,16/03/2018 14:49:44,pudu,1.0653781688908472,1.1978841391934354,132.50597030258814,5
pl07,pl07-060,16/03/2018 14:49:47,poto,1.055976115163672,1.1355414917969964,79.56537663332442,3
pl07,pl07-061,16/03/2018 14:50:05,poko,1.2511344128691029,1.361758760631944,110.62434776284103,1
pl07,pl07-062,16/03/2018 14:50:09,podo,1.0006005647055718,1.243568499731825,242.96793502625326,5
pl07,pl07-063,16/03/2018 14:50:13,putu,1.0626920546056398,1.2010905566814816,138.3985020758418,5
pl07,pl07-064,16/03/2018 14:50:17,pada,1.0947704823925988,1.2555016948679667,160.73121247536793,5
pl07,pl07-065,16/03/2018 14:50:21,pugu,1.0558901418716238,1.2354454819345075,179.55534006288377,5
pl07,pl07-066,16/03/2018 14:50:25,paka,0.9834462635156476,1.0980427474500092,114.59648393436161,1
pl07,pl07-067,16/03/2018 14:50:29,pata,1.0836166016013462,1.2026365471493057,119.01994554795947,3
pl07,pl07-068,16/03/2018 14:50:33,pogo,1.247375545246433,1.4135521132893105,166.1765680428775,5
pl07,pl07-069,16/03/2018 14:50:59,puku,1.2405113657697815,1.3228036298871346,82.29226411735313,2
pl07,pl07-070,16/03/2018 14:51:03,paga,1.0223175021145396,1.3187607166446893,296.44321453014965,5
pl07,pl07-071,16/03/2018 14:51:07,pudu,0.9654907180832248,1.1053393136467837,139.8485955635589,5
pl07,pl07-072,16/03/2018 14:51:11,poto,1.0139638772954582,1.1190669116394507,105.10303434399249,1
